relig,cappun,age,educ
protestant,oppose,37.0,12.0
protestant,favor,75.0,12.0
jewish,favor,67.0,12.0
protestant,favor,72.0,16.0
catholic,favor,79.0,12.0
catholic,oppose,65.0,12.0
none,oppose,60.0,16.0
,favor,,
,favor,,
protestant,oppose,,14.0
christian,oppose,33.0,17.0
catholic,oppose,20.0,12.0
protestant,oppose,,19.0
none,favor,76.0,13.0
protestant,favor,61.0,16.0
none,favor,37.0,11.0
muslim/islam,oppose,23.0,15.0
protestant,oppose,71.0,16.0
protestant,oppose,21.0,14.0
catholic,oppose,75.0,18.0
none,oppose,20.0,14.0
protestant,oppose,65.0,12.0
catholic,favor,56.0,14.0
none,oppose,22.0,15.0
none,oppose,33.0,17.0
none,favor,,16.0
none,oppose,31.0,16.0
catholic,oppose,55.0,16.0
protestant,favor,33.0,18.0
none,oppose,37.0,14.0
jewish,favor,53.0,12.0
none,oppose,43.0,20.0
protestant,oppose,44.0,16.0
none,oppose,32.0,12.0
catholic,favor,65.0,12.0
muslim/islam,favor,30.0,16.0
catholic,favor,52.0,18.0
none,oppose,34.0,20.0
catholic,favor,53.0,16.0
none,oppose,,12.0
protestant,favor,62.0,13.0
catholic,oppose,62.0,8.0
none,favor,42.0,13.0
,oppose,,
none,favor,29.0,17.0
none,favor,53.0,16.0
jewish,oppose,51.0,16.0
catholic,oppose,24.0,16.0
protestant,favor,51.0,20.0
catholic,oppose,26.0,12.0
protestant,oppose,37.0,17.0
none,favor,28.0,14.0
catholic,favor,30.0,14.0
none,favor,57.0,18.0
catholic,oppose,45.0,16.0
catholic,favor,43.0,16.0
none,favor,31.0,13.0
catholic,oppose,23.0,16.0
protestant,,64.0,14.0
none,favor,82.0,16.0
none,favor,,14.0
catholic,oppose,58.0,3.0
catholic,favor,89.0,13.0
catholic,favor,51.0,14.0
protestant,favor,78.0,16.0
protestant,favor,,20.0
protestant,oppose,,14.0
catholic,favor,,17.0
native american,favor,42.0,17.0
catholic,favor,64.0,14.0
none,favor,51.0,15.0
none,oppose,,16.0
christian,oppose,51.0,6.0
protestant,favor,50.0,14.0
catholic,oppose,55.0,12.0
none,oppose,57.0,14.0
catholic,favor,62.0,16.0
protestant,favor,62.0,12.0
none,oppose,33.0,12.0
protestant,favor,72.0,12.0
protestant,oppose,64.0,18.0
protestant,oppose,42.0,16.0
catholic,favor,73.0,16.0
catholic,oppose,49.0,16.0
protestant,oppose,63.0,10.0
protestant,favor,32.0,18.0
protestant,oppose,22.0,12.0
catholic,favor,65.0,16.0
catholic,oppose,71.0,16.0
none,oppose,43.0,15.0
catholic,favor,55.0,16.0
catholic,oppose,33.0,12.0
none,favor,28.0,13.0
,oppose,62.0,14.0
protestant,favor,55.0,15.0
orthodox-christian,oppose,41.0,16.0
catholic,favor,66.0,14.0
jewish,favor,74.0,18.0
protestant,oppose,,18.0
protestant,favor,51.0,17.0
protestant,favor,66.0,18.0
protestant,favor,70.0,13.0
none,oppose,,18.0
protestant,favor,57.0,14.0
catholic,favor,60.0,8.0
protestant,oppose,41.0,16.0
none,favor,56.0,12.0
catholic,favor,46.0,14.0
catholic,oppose,41.0,20.0
none,oppose,22.0,15.0
hinduism,favor,61.0,20.0
none,oppose,79.0,20.0
jewish,favor,38.0,18.0
protestant,oppose,64.0,16.0
none,oppose,68.0,20.0
none,oppose,28.0,16.0
protestant,favor,33.0,18.0
none,oppose,38.0,18.0
orthodox-christian,oppose,32.0,18.0
orthodox-christian,oppose,41.0,16.0
catholic,favor,54.0,13.0
catholic,favor,,13.0
protestant,favor,71.0,16.0
protestant,oppose,89.0,16.0
protestant,oppose,63.0,13.0
none,oppose,73.0,16.0
none,oppose,38.0,16.0
protestant,favor,59.0,12.0
protestant,favor,56.0,12.0
none,,25.0,17.0
none,oppose,28.0,16.0
none,oppose,24.0,16.0
catholic,favor,37.0,19.0
catholic,oppose,40.0,18.0
none,oppose,61.0,18.0
jewish,oppose,67.0,16.0
none,favor,25.0,16.0
protestant,favor,58.0,12.0
protestant,oppose,84.0,16.0
catholic,favor,68.0,12.0
protestant,favor,63.0,11.0
catholic,oppose,36.0,16.0
catholic,oppose,67.0,14.0
none,oppose,53.0,19.0
protestant,oppose,60.0,16.0
catholic,favor,87.0,12.0
none,oppose,74.0,20.0
none,oppose,66.0,14.0
catholic,oppose,46.0,16.0
none,,43.0,19.0
catholic,oppose,,14.0
catholic,favor,49.0,12.0
none,favor,74.0,14.0
protestant,oppose,54.0,16.0
none,favor,53.0,20.0
none,oppose,,17.0
none,favor,62.0,14.0
christian,oppose,65.0,19.0
catholic,oppose,41.0,20.0
orthodox-christian,favor,46.0,16.0
other,favor,64.0,16.0
protestant,oppose,79.0,18.0
none,oppose,33.0,16.0
none,oppose,74.0,14.0
jewish,oppose,75.0,16.0
protestant,favor,74.0,16.0
catholic,favor,65.0,12.0
none,favor,41.0,16.0
none,oppose,,18.0
protestant,oppose,57.0,18.0
catholic,favor,35.0,12.0
none,oppose,36.0,13.0
protestant,oppose,43.0,14.0
protestant,oppose,,12.0
protestant,favor,44.0,13.0
catholic,oppose,67.0,10.0
protestant,favor,45.0,14.0
protestant,favor,,13.0
none,favor,36.0,16.0
none,oppose,40.0,17.0
none,oppose,33.0,16.0
none,oppose,57.0,12.0
hinduism,favor,32.0,16.0
catholic,favor,69.0,12.0
protestant,oppose,67.0,20.0
other,favor,28.0,10.0
muslim/islam,oppose,41.0,12.0
christian,favor,45.0,14.0
christian,favor,,18.0
protestant,oppose,,16.0
none,favor,64.0,12.0
protestant,favor,41.0,9.0
protestant,favor,52.0,14.0
protestant,favor,58.0,12.0
none,favor,,17.0
protestant,favor,79.0,6.0
none,oppose,,12.0
catholic,favor,85.0,12.0
hinduism,oppose,,
protestant,favor,53.0,14.0
protestant,oppose,59.0,13.0
protestant,favor,39.0,19.0
protestant,oppose,50.0,12.0
protestant,favor,37.0,16.0
catholic,oppose,35.0,0.0
protestant,favor,42.0,15.0
inter-nondenominational,favor,57.0,12.0
none,oppose,28.0,14.0
muslim/islam,favor,37.0,12.0
catholic,oppose,72.0,17.0
catholic,favor,34.0,13.0
protestant,favor,63.0,18.0
hinduism,favor,51.0,17.0
catholic,favor,33.0,12.0
catholic,favor,70.0,20.0
protestant,favor,59.0,14.0
protestant,favor,44.0,14.0
protestant,oppose,78.0,16.0
protestant,oppose,,12.0
protestant,oppose,46.0,18.0
none,favor,37.0,16.0
catholic,favor,49.0,14.0
catholic,favor,30.0,16.0
christian,oppose,50.0,
none,favor,67.0,12.0
none,favor,42.0,15.0
none,oppose,20.0,11.0
,,65.0,12.0
catholic,favor,36.0,17.0
protestant,oppose,,16.0
catholic,oppose,60.0,16.0
protestant,favor,47.0,16.0
none,favor,29.0,16.0
hinduism,favor,60.0,14.0
muslim/islam,oppose,35.0,19.0
none,oppose,43.0,14.0
catholic,oppose,64.0,13.0
protestant,oppose,34.0,20.0
catholic,,39.0,12.0
protestant,favor,68.0,15.0
protestant,oppose,32.0,16.0
protestant,oppose,29.0,12.0
protestant,favor,45.0,12.0
catholic,favor,42.0,18.0
protestant,oppose,74.0,16.0
catholic,favor,,14.0
muslim/islam,favor,32.0,16.0
none,favor,38.0,18.0
protestant,oppose,60.0,14.0
protestant,oppose,,14.0
christian,oppose,52.0,12.0
protestant,favor,67.0,12.0
protestant,favor,57.0,17.0
protestant,favor,,16.0
protestant,favor,38.0,16.0
none,oppose,67.0,14.0
none,favor,37.0,16.0
none,favor,58.0,20.0
hinduism,favor,,20.0
none,oppose,33.0,19.0
protestant,oppose,72.0,14.0
none,favor,36.0,12.0
none,oppose,30.0,16.0
none,oppose,,12.0
protestant,favor,46.0,12.0
none,favor,33.0,16.0
none,favor,34.0,15.0
protestant,favor,52.0,16.0
none,favor,39.0,11.0
protestant,favor,78.0,16.0
none,favor,27.0,16.0
none,favor,53.0,15.0
protestant,favor,61.0,15.0
none,favor,37.0,13.0
catholic,oppose,48.0,12.0
protestant,oppose,25.0,18.0
none,favor,32.0,19.0
protestant,oppose,33.0,18.0
protestant,favor,69.0,18.0
none,oppose,57.0,15.0
protestant,favor,69.0,14.0
protestant,favor,60.0,15.0
none,oppose,,16.0
protestant,oppose,61.0,18.0
protestant,oppose,61.0,13.0
protestant,favor,65.0,13.0
protestant,oppose,37.0,16.0
catholic,oppose,65.0,13.0
catholic,oppose,63.0,15.0
buddhism,favor,34.0,13.0
catholic,favor,65.0,20.0
none,oppose,,16.0
catholic,oppose,29.0,16.0
none,oppose,67.0,17.0
catholic,favor,29.0,16.0
,oppose,,
jewish,favor,69.0,17.0
protestant,oppose,44.0,16.0
none,oppose,35.0,16.0
none,oppose,57.0,16.0
none,oppose,,19.0
none,oppose,60.0,16.0
none,oppose,66.0,12.0
none,oppose,32.0,18.0
catholic,oppose,72.0,16.0
protestant,oppose,,15.0
none,oppose,24.0,16.0
catholic,favor,57.0,12.0
catholic,oppose,76.0,13.0
catholic,oppose,52.0,12.0
protestant,oppose,64.0,18.0
none,oppose,36.0,14.0
none,oppose,42.0,16.0
none,oppose,39.0,12.0
protestant,favor,66.0,16.0
none,favor,44.0,20.0
protestant,favor,63.0,13.0
catholic,favor,59.0,12.0
protestant,oppose,70.0,19.0
catholic,favor,59.0,13.0
protestant,oppose,66.0,12.0
jewish,oppose,74.0,17.0
catholic,oppose,80.0,19.0
protestant,favor,75.0,19.0
protestant,favor,49.0,16.0
protestant,oppose,42.0,19.0
catholic,,60.0,15.0
protestant,oppose,37.0,14.0
none,favor,37.0,13.0
protestant,favor,27.0,13.0
jewish,favor,67.0,17.0
catholic,oppose,73.0,14.0
catholic,oppose,22.0,16.0
catholic,oppose,,16.0
catholic,favor,47.0,14.0
protestant,favor,59.0,18.0
christian,favor,48.0,14.0
none,oppose,30.0,16.0
jewish,,65.0,14.0
none,favor,32.0,14.0
none,oppose,67.0,17.0
none,oppose,34.0,13.0
protestant,favor,,16.0
none,favor,69.0,18.0
,oppose,,
catholic,favor,45.0,12.0
protestant,favor,41.0,16.0
none,favor,51.0,18.0
none,oppose,39.0,18.0
catholic,favor,89.0,12.0
protestant,oppose,70.0,16.0
orthodox-christian,favor,60.0,14.0
protestant,oppose,79.0,19.0
protestant,favor,53.0,15.0
none,oppose,,12.0
protestant,oppose,64.0,14.0
catholic,oppose,49.0,16.0
protestant,oppose,55.0,14.0
none,favor,42.0,20.0
catholic,favor,62.0,14.0
protestant,favor,56.0,11.0
protestant,favor,44.0,12.0
protestant,favor,30.0,14.0
none,oppose,79.0,12.0
none,oppose,65.0,14.0
none,,43.0,9.0
protestant,oppose,43.0,12.0
christian,oppose,31.0,9.0
inter-nondenominational,oppose,43.0,13.0
none,favor,26.0,12.0
protestant,oppose,31.0,16.0
protestant,favor,64.0,18.0
none,favor,31.0,14.0
none,favor,47.0,13.0
none,favor,27.0,16.0
catholic,oppose,30.0,15.0
,favor,,
catholic,oppose,36.0,17.0
protestant,favor,26.0,18.0
protestant,oppose,45.0,16.0
catholic,oppose,45.0,18.0
none,,79.0,17.0
other,oppose,25.0,17.0
protestant,favor,,16.0
none,oppose,40.0,18.0
none,oppose,28.0,17.0
protestant,oppose,36.0,18.0
protestant,oppose,37.0,18.0
none,favor,61.0,10.0
protestant,favor,52.0,19.0
protestant,favor,65.0,16.0
protestant,oppose,65.0,14.0
protestant,favor,61.0,18.0
,favor,,12.0
other,favor,49.0,12.0
none,oppose,22.0,13.0
protestant,favor,50.0,18.0
catholic,oppose,89.0,18.0
protestant,oppose,56.0,12.0
none,favor,,14.0
none,favor,45.0,12.0
catholic,oppose,37.0,0.0
catholic,favor,68.0,15.0
protestant,oppose,18.0,11.0
none,favor,42.0,12.0
other,oppose,37.0,19.0
none,favor,44.0,12.0
catholic,oppose,63.0,20.0
protestant,favor,29.0,17.0
catholic,oppose,37.0,16.0
protestant,,66.0,16.0
protestant,favor,52.0,17.0
catholic,favor,55.0,15.0
none,favor,44.0,16.0
catholic,,64.0,12.0
protestant,favor,59.0,18.0
none,favor,53.0,14.0
none,favor,30.0,11.0
none,oppose,48.0,19.0
none,oppose,50.0,18.0
none,oppose,61.0,18.0
protestant,favor,53.0,20.0
protestant,favor,61.0,16.0
jewish,oppose,30.0,17.0
catholic,oppose,,20.0
catholic,favor,62.0,14.0
protestant,favor,44.0,14.0
protestant,favor,60.0,16.0
catholic,oppose,66.0,12.0
,oppose,,
protestant,favor,69.0,17.0
protestant,favor,47.0,20.0
protestant,favor,62.0,11.0
catholic,favor,80.0,12.0
none,favor,47.0,16.0
protestant,favor,37.0,16.0
catholic,favor,54.0,14.0
catholic,oppose,47.0,14.0
none,favor,59.0,10.0
catholic,oppose,57.0,12.0
protestant,oppose,,13.0
none,favor,33.0,12.0
protestant,favor,41.0,15.0
catholic,favor,,12.0
catholic,oppose,58.0,18.0
none,oppose,27.0,17.0
none,favor,57.0,15.0
buddhism,,49.0,6.0
none,oppose,46.0,12.0
catholic,oppose,81.0,14.0
protestant,oppose,35.0,16.0
protestant,favor,28.0,8.0
protestant,favor,70.0,14.0
protestant,favor,57.0,14.0
none,oppose,44.0,12.0
none,favor,,15.0
none,oppose,35.0,16.0
jewish,oppose,41.0,16.0
catholic,favor,42.0,15.0
none,favor,41.0,
none,favor,47.0,18.0
none,favor,34.0,14.0
protestant,favor,43.0,12.0
catholic,favor,72.0,15.0
catholic,oppose,46.0,20.0
catholic,oppose,,10.0
protestant,oppose,59.0,12.0
none,favor,67.0,15.0
protestant,oppose,32.0,8.0
protestant,favor,29.0,17.0
none,favor,71.0,15.0
protestant,oppose,64.0,14.0
protestant,favor,73.0,14.0
,oppose,,17.0
protestant,favor,77.0,16.0
protestant,favor,70.0,16.0
none,oppose,72.0,15.0
none,oppose,,18.0
protestant,favor,67.0,14.0
protestant,favor,36.0,10.0
none,favor,,12.0
protestant,favor,67.0,12.0
protestant,favor,41.0,14.0
none,oppose,51.0,19.0
none,oppose,34.0,18.0
none,oppose,22.0,16.0
protestant,oppose,21.0,14.0
protestant,oppose,64.0,17.0
protestant,favor,49.0,18.0
none,favor,67.0,18.0
protestant,favor,33.0,17.0
christian,oppose,31.0,17.0
protestant,favor,74.0,12.0
catholic,oppose,33.0,15.0
none,favor,40.0,12.0
protestant,favor,62.0,12.0
protestant,favor,51.0,12.0
protestant,oppose,53.0,16.0
protestant,oppose,33.0,14.0
protestant,oppose,51.0,14.0
none,favor,53.0,12.0
protestant,oppose,46.0,14.0
catholic,favor,72.0,18.0
catholic,oppose,63.0,18.0
jewish,favor,70.0,14.0
protestant,oppose,71.0,11.0
protestant,favor,46.0,12.0
none,oppose,36.0,16.0
protestant,favor,72.0,14.0
none,oppose,42.0,16.0
none,favor,76.0,19.0
protestant,oppose,69.0,16.0
none,oppose,44.0,16.0
protestant,oppose,43.0,20.0
christian,oppose,39.0,13.0
catholic,oppose,75.0,18.0
catholic,oppose,89.0,12.0
protestant,favor,28.0,17.0
none,oppose,21.0,12.0
protestant,favor,56.0,15.0
protestant,favor,56.0,15.0
none,oppose,37.0,14.0
none,oppose,34.0,12.0
none,oppose,37.0,14.0
protestant,favor,49.0,16.0
catholic,favor,81.0,16.0
none,favor,70.0,16.0
protestant,favor,78.0,12.0
protestant,favor,74.0,12.0
none,favor,23.0,12.0
protestant,favor,76.0,16.0
catholic,favor,79.0,14.0
catholic,oppose,66.0,13.0
none,favor,,16.0
none,favor,22.0,15.0
christian,favor,54.0,12.0
protestant,favor,54.0,14.0
protestant,favor,39.0,12.0
catholic,oppose,38.0,16.0
protestant,favor,42.0,20.0
protestant,favor,43.0,17.0
protestant,oppose,37.0,12.0
none,favor,36.0,12.0
catholic,oppose,62.0,14.0
protestant,oppose,60.0,11.0
protestant,oppose,80.0,16.0
protestant,favor,80.0,18.0
christian,favor,71.0,16.0
catholic,favor,62.0,16.0
hinduism,oppose,29.0,17.0
none,oppose,50.0,18.0
,favor,,
orthodox-christian,favor,34.0,15.0
protestant,favor,66.0,16.0
protestant,favor,52.0,11.0
protestant,favor,65.0,14.0
protestant,favor,42.0,15.0
protestant,oppose,53.0,14.0
protestant,oppose,,16.0
protestant,oppose,74.0,12.0
protestant,favor,,12.0
christian,favor,41.0,14.0
protestant,oppose,28.0,14.0
protestant,favor,83.0,12.0
protestant,favor,32.0,13.0
christian,favor,41.0,15.0
protestant,favor,43.0,14.0
protestant,oppose,49.0,13.0
protestant,oppose,76.0,12.0
none,favor,38.0,11.0
none,oppose,46.0,13.0
,favor,,12.0
protestant,favor,48.0,16.0
protestant,favor,29.0,12.0
catholic,oppose,73.0,15.0
none,favor,35.0,12.0
protestant,oppose,69.0,19.0
orthodox-christian,oppose,53.0,15.0
,favor,,
none,favor,53.0,14.0
catholic,favor,30.0,14.0
protestant,oppose,70.0,
catholic,favor,52.0,12.0
protestant,oppose,49.0,20.0
none,oppose,48.0,16.0
protestant,favor,69.0,11.0
none,oppose,24.0,17.0
none,oppose,31.0,17.0
none,favor,49.0,16.0
catholic,oppose,65.0,16.0
none,favor,26.0,13.0
catholic,favor,77.0,12.0
none,favor,29.0,12.0
none,oppose,69.0,16.0
protestant,favor,62.0,16.0
protestant,favor,25.0,12.0
protestant,favor,25.0,14.0
catholic,favor,22.0,12.0
protestant,oppose,82.0,17.0
none,oppose,76.0,12.0
none,favor,35.0,14.0
catholic,oppose,69.0,16.0
protestant,favor,76.0,12.0
catholic,oppose,31.0,14.0
catholic,favor,50.0,17.0
none,favor,52.0,13.0
christian,oppose,84.0,12.0
other,favor,41.0,16.0
catholic,oppose,28.0,16.0
catholic,favor,69.0,12.0
protestant,oppose,44.0,14.0
catholic,oppose,61.0,12.0
catholic,oppose,40.0,20.0
protestant,oppose,75.0,16.0
protestant,favor,69.0,12.0
protestant,favor,63.0,16.0
protestant,oppose,75.0,14.0
catholic,favor,61.0,12.0
protestant,oppose,89.0,12.0
protestant,favor,53.0,11.0
,favor,,
none,oppose,80.0,15.0
protestant,favor,66.0,13.0
none,favor,35.0,12.0
catholic,oppose,81.0,16.0
none,favor,21.0,12.0
protestant,oppose,89.0,12.0
protestant,favor,69.0,14.0
protestant,favor,70.0,12.0
protestant,favor,70.0,12.0
catholic,favor,38.0,13.0
catholic,favor,51.0,18.0
catholic,oppose,79.0,12.0
none,oppose,80.0,12.0
,oppose,39.0,12.0
protestant,favor,30.0,12.0
none,favor,33.0,12.0
catholic,favor,29.0,13.0
none,favor,22.0,14.0
protestant,oppose,59.0,16.0
catholic,oppose,61.0,12.0
catholic,favor,46.0,12.0
protestant,favor,39.0,14.0
catholic,favor,72.0,12.0
protestant,oppose,55.0,12.0
protestant,favor,51.0,14.0
catholic,favor,23.0,15.0
protestant,oppose,55.0,18.0
,oppose,,
protestant,favor,53.0,18.0
none,favor,59.0,20.0
inter-nondenominational,favor,61.0,20.0
none,favor,33.0,18.0
protestant,oppose,27.0,19.0
catholic,oppose,25.0,17.0
protestant,favor,65.0,13.0
protestant,favor,55.0,14.0
other,favor,25.0,10.0
catholic,favor,61.0,20.0
none,oppose,77.0,20.0
catholic,favor,67.0,13.0
catholic,favor,,18.0
catholic,oppose,27.0,16.0
none,favor,50.0,18.0
none,oppose,72.0,16.0
protestant,favor,71.0,16.0
protestant,oppose,56.0,16.0
protestant,oppose,35.0,16.0
catholic,oppose,72.0,12.0
none,favor,35.0,14.0
catholic,favor,46.0,16.0
none,oppose,28.0,16.0
none,favor,32.0,7.0
none,oppose,32.0,20.0
protestant,favor,43.0,14.0
none,favor,34.0,11.0
catholic,favor,47.0,16.0
protestant,favor,59.0,18.0
none,favor,,16.0
christian,favor,,12.0
catholic,oppose,46.0,15.0
jewish,oppose,69.0,18.0
protestant,oppose,62.0,19.0
catholic,favor,55.0,13.0
christian,oppose,,10.0
protestant,favor,78.0,12.0
none,favor,72.0,12.0
protestant,oppose,71.0,12.0
catholic,favor,85.0,12.0
none,oppose,76.0,17.0
catholic,oppose,35.0,16.0
none,favor,54.0,14.0
protestant,oppose,28.0,17.0
protestant,favor,77.0,14.0
protestant,favor,69.0,14.0
protestant,oppose,77.0,18.0
none,oppose,60.0,20.0
christian,favor,,12.0
,favor,,
protestant,favor,75.0,12.0
protestant,favor,43.0,15.0
catholic,oppose,75.0,12.0
none,oppose,76.0,18.0
none,favor,31.0,17.0
none,oppose,47.0,12.0
buddhism,oppose,48.0,18.0
other,favor,,13.0
protestant,favor,38.0,18.0
none,favor,23.0,12.0
none,oppose,31.0,16.0
catholic,oppose,47.0,13.0
protestant,favor,89.0,16.0
protestant,favor,60.0,15.0
catholic,favor,89.0,11.0
none,favor,53.0,13.0
protestant,favor,62.0,12.0
protestant,favor,60.0,12.0
jewish,favor,54.0,12.0
protestant,favor,73.0,16.0
catholic,favor,25.0,15.0
none,favor,42.0,13.0
protestant,favor,49.0,12.0
none,oppose,37.0,14.0
catholic,favor,30.0,12.0
protestant,oppose,67.0,17.0
protestant,oppose,37.0,19.0
buddhism,favor,26.0,15.0
none,oppose,55.0,20.0
protestant,favor,70.0,13.0
none,favor,,14.0
christian,favor,32.0,18.0
protestant,favor,33.0,14.0
other,favor,38.0,14.0
protestant,favor,42.0,16.0
jewish,favor,68.0,18.0
protestant,oppose,70.0,20.0
christian,favor,67.0,14.0
protestant,favor,89.0,14.0
protestant,favor,49.0,16.0
protestant,favor,57.0,14.0
catholic,oppose,25.0,12.0
protestant,oppose,68.0,18.0
none,favor,65.0,16.0
protestant,favor,,11.0
protestant,oppose,58.0,15.0
protestant,oppose,66.0,12.0
protestant,favor,,13.0
protestant,favor,67.0,17.0
none,favor,55.0,15.0
none,favor,57.0,14.0
protestant,favor,,16.0
protestant,favor,64.0,12.0
protestant,favor,55.0,16.0
buddhism,oppose,39.0,16.0
none,favor,27.0,17.0
protestant,favor,27.0,16.0
protestant,favor,81.0,12.0
protestant,favor,57.0,12.0
none,oppose,42.0,20.0
protestant,favor,56.0,12.0
none,favor,55.0,12.0
protestant,favor,30.0,14.0
christian,oppose,22.0,13.0
catholic,favor,51.0,15.0
none,oppose,65.0,16.0
protestant,favor,57.0,12.0
protestant,favor,79.0,12.0
protestant,favor,52.0,17.0
none,oppose,73.0,15.0
protestant,favor,78.0,11.0
none,favor,38.0,16.0
none,favor,45.0,14.0
protestant,favor,,13.0
protestant,favor,28.0,12.0
protestant,oppose,68.0,12.0
protestant,favor,35.0,18.0
protestant,favor,29.0,12.0
protestant,oppose,64.0,16.0
protestant,oppose,62.0,15.0
protestant,favor,34.0,9.0
protestant,favor,43.0,16.0
protestant,favor,30.0,17.0
protestant,favor,57.0,15.0
protestant,oppose,45.0,12.0
protestant,favor,37.0,14.0
,oppose,,
protestant,oppose,62.0,14.0
protestant,oppose,41.0,14.0
none,oppose,89.0,6.0
protestant,favor,46.0,16.0
protestant,oppose,53.0,16.0
protestant,oppose,45.0,12.0
protestant,oppose,73.0,12.0
protestant,favor,,12.0
protestant,oppose,85.0,15.0
protestant,,60.0,10.0
none,oppose,36.0,12.0
muslim/islam,favor,33.0,14.0
protestant,favor,69.0,12.0
protestant,favor,70.0,13.0
protestant,favor,52.0,15.0
protestant,oppose,37.0,12.0
protestant,favor,50.0,10.0
none,favor,,17.0
none,favor,49.0,14.0
catholic,oppose,66.0,12.0
protestant,oppose,63.0,19.0
protestant,favor,67.0,12.0
,oppose,,18.0
none,favor,41.0,16.0
none,favor,44.0,15.0
inter-nondenominational,oppose,64.0,20.0
protestant,oppose,80.0,18.0
catholic,oppose,51.0,20.0
catholic,oppose,71.0,16.0
other,oppose,40.0,16.0
other,oppose,48.0,13.0
catholic,favor,27.0,16.0
none,favor,39.0,12.0
catholic,favor,44.0,12.0
jewish,oppose,25.0,17.0
catholic,favor,37.0,13.0
protestant,favor,55.0,16.0
none,oppose,,18.0
catholic,oppose,81.0,20.0
catholic,favor,46.0,12.0
none,favor,71.0,16.0
jewish,oppose,66.0,18.0
jewish,oppose,71.0,19.0
hinduism,favor,,18.0
catholic,favor,56.0,16.0
protestant,favor,23.0,14.0
none,oppose,49.0,16.0
protestant,oppose,74.0,18.0
none,oppose,63.0,16.0
hinduism,oppose,30.0,16.0
catholic,oppose,27.0,18.0
none,oppose,47.0,12.0
protestant,oppose,69.0,16.0
orthodox-christian,oppose,31.0,18.0
,favor,,
orthodox-christian,favor,60.0,18.0
catholic,favor,,18.0
none,oppose,55.0,18.0
catholic,favor,47.0,19.0
none,oppose,38.0,13.0
protestant,oppose,,16.0
catholic,oppose,71.0,12.0
protestant,oppose,35.0,18.0
catholic,favor,75.0,8.0
catholic,favor,,12.0
catholic,favor,60.0,12.0
catholic,favor,,16.0
catholic,favor,80.0,15.0
protestant,favor,39.0,18.0
catholic,favor,,15.0
buddhism,oppose,61.0,16.0
catholic,oppose,57.0,16.0
catholic,favor,73.0,12.0
catholic,oppose,53.0,12.0
none,oppose,20.0,12.0
protestant,favor,58.0,14.0
catholic,favor,61.0,10.0
none,favor,35.0,14.0
protestant,favor,58.0,12.0
none,oppose,55.0,16.0
christian,favor,59.0,16.0
none,favor,36.0,16.0
protestant,oppose,31.0,16.0
none,,62.0,20.0
protestant,favor,62.0,18.0
none,favor,40.0,12.0
none,oppose,45.0,18.0
protestant,oppose,75.0,17.0
none,oppose,74.0,16.0
protestant,favor,51.0,15.0
protestant,oppose,89.0,16.0
none,oppose,71.0,16.0
protestant,oppose,71.0,18.0
protestant,favor,58.0,20.0
none,oppose,51.0,17.0
none,favor,51.0,16.0
protestant,oppose,61.0,16.0
jewish,favor,,13.0
none,favor,42.0,12.0
catholic,favor,64.0,12.0
catholic,favor,55.0,12.0
protestant,oppose,73.0,18.0
catholic,oppose,82.0,12.0
muslim/islam,favor,55.0,12.0
catholic,oppose,40.0,20.0
none,oppose,33.0,16.0
protestant,favor,82.0,18.0
protestant,favor,58.0,15.0
,,83.0,16.0
catholic,favor,41.0,17.0
protestant,favor,38.0,12.0
,oppose,,
catholic,favor,63.0,14.0
protestant,oppose,,14.0
none,oppose,73.0,18.0
catholic,oppose,74.0,16.0
protestant,favor,62.0,17.0
protestant,favor,51.0,18.0
catholic,oppose,58.0,20.0
catholic,favor,29.0,14.0
none,oppose,36.0,16.0
orthodox-christian,oppose,64.0,17.0
protestant,favor,77.0,15.0
catholic,favor,54.0,16.0
catholic,oppose,37.0,14.0
protestant,favor,76.0,17.0
catholic,favor,68.0,14.0
catholic,favor,52.0,14.0
none,favor,59.0,18.0
hinduism,favor,42.0,15.0
none,favor,47.0,16.0
none,favor,53.0,16.0
none,oppose,58.0,16.0
protestant,oppose,63.0,14.0
buddhism,favor,61.0,16.0
catholic,favor,64.0,14.0
orthodox-christian,favor,38.0,19.0
catholic,favor,68.0,11.0
none,oppose,28.0,13.0
protestant,oppose,61.0,8.0
protestant,favor,36.0,15.0
none,oppose,53.0,12.0
catholic,favor,31.0,13.0
catholic,oppose,38.0,19.0
jewish,favor,56.0,16.0
none,oppose,31.0,17.0
jewish,oppose,33.0,16.0
none,favor,33.0,16.0
none,favor,23.0,17.0
none,favor,,16.0
none,oppose,29.0,16.0
catholic,oppose,,16.0
none,oppose,,19.0
catholic,oppose,48.0,17.0
protestant,favor,46.0,19.0
none,favor,45.0,7.0
catholic,oppose,21.0,13.0
none,favor,19.0,12.0
catholic,oppose,,14.0
catholic,oppose,50.0,15.0
none,oppose,25.0,12.0
,favor,,
protestant,oppose,54.0,14.0
hinduism,favor,21.0,14.0
protestant,favor,27.0,16.0
catholic,favor,,14.0
catholic,favor,38.0,14.0
none,,68.0,12.0
none,oppose,49.0,18.0
catholic,oppose,80.0,18.0
catholic,oppose,72.0,14.0
jewish,oppose,63.0,13.0
catholic,favor,34.0,17.0
protestant,favor,51.0,14.0
none,oppose,52.0,16.0
catholic,oppose,84.0,12.0
none,oppose,81.0,20.0
catholic,oppose,31.0,16.0
none,oppose,41.0,16.0
