relig,cappun,age,educ
protestant,favor,33.0,10.0
protestant,favor,35.0,
none,favor,26.0,15.0
catholic,favor,70.0,10.0
catholic,favor,89.0,8.0
catholic,favor,80.0,10.0
protestant,oppose,45.0,12.0
catholic,oppose,46.0,11.0
protestant,favor,42.0,12.0
protestant,favor,65.0,11.0
catholic,favor,21.0,11.0
catholic,favor,45.0,12.0
other,oppose,27.0,16.0
protestant,favor,55.0,13.0
protestant,favor,76.0,11.0
protestant,favor,73.0,12.0
protestant,favor,27.0,14.0
protestant,oppose,27.0,16.0
protestant,favor,45.0,12.0
protestant,favor,43.0,12.0
protestant,favor,32.0,12.0
protestant,favor,38.0,12.0
catholic,oppose,20.0,12.0
protestant,,76.0,16.0
protestant,oppose,21.0,12.0
protestant,favor,55.0,12.0
catholic,oppose,20.0,13.0
protestant,oppose,21.0,11.0
protestant,oppose,55.0,10.0
protestant,favor,64.0,5.0
protestant,oppose,25.0,12.0
protestant,oppose,36.0,12.0
protestant,favor,20.0,12.0
protestant,favor,56.0,4.0
protestant,favor,77.0,8.0
protestant,,55.0,16.0
protestant,oppose,56.0,16.0
protestant,favor,32.0,12.0
protestant,favor,48.0,16.0
protestant,favor,22.0,13.0
protestant,favor,22.0,12.0
protestant,oppose,55.0,16.0
catholic,favor,35.0,12.0
catholic,favor,52.0,17.0
protestant,favor,43.0,11.0
protestant,favor,36.0,12.0
protestant,favor,34.0,12.0
protestant,favor,19.0,11.0
protestant,favor,65.0,14.0
catholic,favor,23.0,12.0
protestant,favor,57.0,11.0
protestant,favor,55.0,12.0
protestant,favor,19.0,12.0
protestant,,40.0,10.0
none,favor,39.0,8.0
protestant,,26.0,16.0
protestant,oppose,45.0,11.0
protestant,favor,41.0,10.0
protestant,favor,55.0,13.0
protestant,favor,57.0,15.0
protestant,favor,79.0,11.0
protestant,oppose,30.0,11.0
protestant,favor,33.0,16.0
protestant,favor,46.0,14.0
protestant,,84.0,3.0
other,favor,26.0,15.0
protestant,favor,51.0,12.0
protestant,oppose,62.0,9.0
protestant,favor,72.0,11.0
protestant,oppose,35.0,12.0
catholic,favor,29.0,12.0
catholic,favor,29.0,12.0
protestant,favor,21.0,14.0
protestant,favor,46.0,12.0
protestant,oppose,26.0,11.0
protestant,favor,58.0,12.0
protestant,favor,30.0,13.0
protestant,favor,19.0,12.0
protestant,favor,39.0,17.0
none,oppose,24.0,13.0
protestant,favor,41.0,14.0
protestant,favor,23.0,16.0
catholic,favor,20.0,12.0
none,favor,73.0,7.0
protestant,favor,51.0,16.0
none,favor,84.0,7.0
protestant,favor,44.0,8.0
none,favor,,13.0
protestant,favor,57.0,12.0
catholic,oppose,51.0,12.0
protestant,favor,61.0,17.0
catholic,oppose,47.0,
catholic,favor,28.0,14.0
protestant,oppose,40.0,13.0
protestant,favor,62.0,3.0
protestant,favor,33.0,9.0
protestant,oppose,23.0,12.0
catholic,favor,30.0,14.0
protestant,oppose,64.0,10.0
catholic,favor,56.0,12.0
protestant,favor,61.0,13.0
protestant,favor,30.0,12.0
protestant,favor,32.0,12.0
catholic,favor,38.0,13.0
none,favor,42.0,12.0
catholic,oppose,54.0,14.0
catholic,oppose,32.0,12.0
none,favor,23.0,13.0
none,oppose,31.0,16.0
none,oppose,67.0,20.0
none,oppose,27.0,16.0
none,oppose,37.0,20.0
none,favor,19.0,12.0
none,oppose,56.0,13.0
protestant,oppose,33.0,12.0
none,favor,19.0,10.0
catholic,oppose,27.0,16.0
catholic,oppose,19.0,12.0
catholic,oppose,47.0,8.0
protestant,oppose,73.0,3.0
protestant,favor,41.0,12.0
catholic,oppose,21.0,13.0
protestant,favor,30.0,12.0
protestant,favor,72.0,11.0
protestant,favor,85.0,8.0
protestant,favor,63.0,10.0
catholic,favor,34.0,12.0
protestant,oppose,83.0,8.0
none,favor,36.0,13.0
protestant,oppose,78.0,18.0
protestant,favor,63.0,19.0
catholic,favor,19.0,12.0
none,oppose,29.0,16.0
protestant,favor,80.0,14.0
catholic,favor,69.0,11.0
catholic,favor,73.0,16.0
protestant,favor,25.0,14.0
catholic,favor,25.0,14.0
protestant,favor,37.0,12.0
protestant,oppose,20.0,11.0
protestant,favor,24.0,13.0
protestant,favor,29.0,14.0
protestant,favor,73.0,7.0
none,favor,45.0,12.0
protestant,,63.0,12.0
protestant,oppose,52.0,12.0
protestant,oppose,46.0,12.0
protestant,favor,67.0,8.0
protestant,favor,64.0,5.0
protestant,favor,72.0,12.0
protestant,oppose,29.0,12.0
protestant,favor,60.0,8.0
protestant,favor,32.0,12.0
protestant,favor,65.0,12.0
protestant,favor,36.0,12.0
catholic,favor,67.0,8.0
catholic,oppose,19.0,12.0
catholic,favor,21.0,12.0
catholic,favor,43.0,16.0
protestant,favor,44.0,12.0
catholic,favor,27.0,12.0
protestant,favor,41.0,12.0
protestant,favor,32.0,12.0
catholic,,20.0,14.0
catholic,favor,56.0,8.0
catholic,favor,55.0,10.0
catholic,,28.0,12.0
protestant,favor,28.0,15.0
protestant,oppose,69.0,10.0
catholic,favor,64.0,12.0
catholic,oppose,70.0,6.0
catholic,favor,32.0,12.0
protestant,favor,19.0,10.0
protestant,oppose,58.0,7.0
protestant,favor,71.0,8.0
catholic,favor,46.0,12.0
catholic,favor,44.0,12.0
protestant,oppose,29.0,12.0
protestant,favor,81.0,10.0
protestant,favor,57.0,10.0
protestant,favor,58.0,12.0
protestant,oppose,32.0,12.0
catholic,favor,26.0,12.0
protestant,favor,56.0,8.0
protestant,favor,67.0,7.0
protestant,favor,66.0,8.0
none,favor,52.0,12.0
protestant,favor,22.0,12.0
protestant,favor,74.0,8.0
protestant,favor,48.0,9.0
protestant,favor,39.0,11.0
protestant,,28.0,12.0
protestant,favor,25.0,13.0
protestant,favor,64.0,9.0
protestant,favor,45.0,7.0
protestant,favor,69.0,11.0
protestant,favor,51.0,12.0
protestant,oppose,27.0,12.0
protestant,favor,40.0,13.0
protestant,oppose,76.0,9.0
protestant,oppose,49.0,6.0
protestant,favor,58.0,11.0
protestant,oppose,28.0,9.0
protestant,oppose,48.0,16.0
protestant,favor,76.0,10.0
protestant,favor,77.0,6.0
protestant,favor,26.0,9.0
none,oppose,20.0,14.0
protestant,oppose,32.0,12.0
protestant,favor,53.0,12.0
protestant,oppose,52.0,14.0
protestant,oppose,48.0,12.0
protestant,favor,,16.0
protestant,favor,66.0,12.0
protestant,favor,61.0,12.0
protestant,favor,62.0,16.0
protestant,favor,59.0,12.0
protestant,favor,26.0,16.0
protestant,favor,57.0,15.0
protestant,favor,58.0,14.0
protestant,favor,32.0,16.0
catholic,favor,52.0,12.0
none,favor,20.0,14.0
protestant,oppose,49.0,19.0
protestant,,71.0,8.0
protestant,favor,26.0,12.0
protestant,oppose,29.0,10.0
none,,28.0,20.0
protestant,oppose,47.0,8.0
protestant,favor,63.0,16.0
protestant,oppose,59.0,12.0
catholic,favor,38.0,11.0
protestant,favor,62.0,9.0
protestant,favor,50.0,12.0
protestant,favor,32.0,12.0
catholic,oppose,43.0,9.0
protestant,oppose,77.0,7.0
protestant,favor,24.0,12.0
protestant,favor,53.0,16.0
protestant,oppose,67.0,15.0
protestant,favor,60.0,13.0
protestant,oppose,30.0,16.0
protestant,favor,86.0,12.0
protestant,favor,64.0,8.0
protestant,favor,35.0,12.0
catholic,favor,61.0,8.0
protestant,favor,62.0,12.0
protestant,oppose,72.0,12.0
protestant,favor,30.0,16.0
protestant,favor,58.0,17.0
protestant,favor,61.0,15.0
protestant,favor,37.0,12.0
protestant,oppose,20.0,11.0
protestant,oppose,40.0,12.0
protestant,oppose,81.0,8.0
protestant,favor,43.0,12.0
protestant,favor,62.0,14.0
catholic,favor,34.0,19.0
protestant,oppose,79.0,4.0
none,favor,67.0,12.0
protestant,favor,33.0,16.0
protestant,favor,62.0,9.0
protestant,oppose,33.0,12.0
protestant,,69.0,4.0
protestant,oppose,62.0,14.0
protestant,favor,20.0,12.0
protestant,oppose,47.0,8.0
protestant,favor,29.0,11.0
protestant,favor,47.0,12.0
protestant,,62.0,8.0
protestant,favor,76.0,15.0
protestant,favor,72.0,8.0
catholic,favor,31.0,18.0
catholic,favor,20.0,14.0
protestant,oppose,25.0,10.0
protestant,favor,70.0,12.0
protestant,favor,75.0,14.0
catholic,favor,32.0,16.0
catholic,favor,62.0,8.0
protestant,oppose,60.0,14.0
catholic,oppose,46.0,10.0
catholic,oppose,35.0,12.0
protestant,oppose,21.0,14.0
protestant,favor,65.0,9.0
protestant,oppose,53.0,12.0
protestant,oppose,59.0,7.0
protestant,favor,22.0,12.0
catholic,oppose,25.0,12.0
protestant,oppose,69.0,9.0
protestant,oppose,75.0,2.0
protestant,oppose,26.0,10.0
protestant,oppose,59.0,4.0
protestant,oppose,79.0,8.0
protestant,oppose,71.0,13.0
protestant,oppose,73.0,11.0
protestant,favor,50.0,9.0
protestant,favor,50.0,19.0
protestant,favor,21.0,12.0
protestant,favor,23.0,14.0
protestant,favor,70.0,5.0
protestant,favor,32.0,10.0
protestant,oppose,35.0,9.0
protestant,favor,19.0,12.0
catholic,,65.0,7.0
catholic,favor,41.0,10.0
catholic,oppose,27.0,12.0
catholic,,56.0,10.0
protestant,favor,26.0,14.0
catholic,favor,48.0,14.0
catholic,favor,40.0,11.0
catholic,favor,39.0,12.0
protestant,favor,24.0,16.0
catholic,favor,32.0,17.0
catholic,oppose,43.0,19.0
none,favor,42.0,16.0
catholic,favor,42.0,12.0
none,favor,48.0,12.0
catholic,favor,21.0,11.0
protestant,favor,58.0,7.0
protestant,favor,27.0,7.0
protestant,favor,38.0,7.0
catholic,oppose,53.0,14.0
jewish,oppose,28.0,14.0
catholic,,38.0,16.0
catholic,favor,44.0,12.0
protestant,favor,62.0,12.0
none,oppose,26.0,14.0
jewish,favor,50.0,20.0
other,favor,47.0,16.0
catholic,favor,39.0,10.0
jewish,favor,24.0,16.0
jewish,favor,29.0,19.0
protestant,favor,35.0,12.0
protestant,oppose,57.0,20.0
catholic,favor,67.0,8.0
protestant,favor,34.0,13.0
catholic,favor,57.0,13.0
catholic,favor,31.0,12.0
catholic,oppose,42.0,19.0
protestant,favor,44.0,8.0
catholic,favor,33.0,14.0
protestant,oppose,29.0,12.0
protestant,favor,28.0,14.0
protestant,favor,56.0,11.0
none,favor,51.0,9.0
protestant,favor,24.0,12.0
protestant,favor,53.0,11.0
catholic,favor,21.0,12.0
catholic,favor,75.0,12.0
catholic,oppose,64.0,8.0
catholic,favor,28.0,12.0
catholic,favor,53.0,3.0
catholic,favor,45.0,12.0
catholic,favor,61.0,17.0
protestant,favor,68.0,12.0
protestant,oppose,48.0,12.0
catholic,favor,48.0,18.0
protestant,favor,21.0,13.0
protestant,favor,67.0,13.0
catholic,favor,64.0,8.0
catholic,oppose,50.0,12.0
catholic,favor,58.0,13.0
catholic,favor,20.0,12.0
protestant,favor,53.0,16.0
catholic,favor,51.0,12.0
protestant,favor,37.0,13.0
protestant,favor,26.0,17.0
catholic,favor,32.0,12.0
protestant,favor,65.0,12.0
catholic,oppose,20.0,12.0
protestant,favor,53.0,12.0
catholic,favor,32.0,12.0
catholic,favor,30.0,16.0
protestant,favor,28.0,19.0
protestant,oppose,72.0,20.0
protestant,favor,82.0,12.0
protestant,oppose,58.0,16.0
none,oppose,20.0,9.0
none,,36.0,13.0
protestant,favor,25.0,12.0
protestant,favor,36.0,16.0
protestant,favor,48.0,10.0
protestant,favor,31.0,12.0
catholic,oppose,53.0,6.0
protestant,favor,35.0,12.0
protestant,favor,81.0,8.0
protestant,favor,22.0,13.0
none,oppose,26.0,14.0
catholic,oppose,34.0,16.0
protestant,favor,57.0,14.0
protestant,oppose,28.0,18.0
protestant,oppose,25.0,17.0
protestant,oppose,20.0,12.0
protestant,favor,35.0,16.0
protestant,oppose,59.0,16.0
protestant,favor,37.0,17.0
protestant,oppose,61.0,13.0
none,oppose,23.0,12.0
protestant,,64.0,11.0
catholic,favor,41.0,14.0
protestant,favor,39.0,12.0
protestant,favor,41.0,12.0
catholic,oppose,19.0,13.0
none,favor,36.0,13.0
protestant,favor,39.0,15.0
protestant,favor,52.0,12.0
catholic,oppose,28.0,14.0
catholic,favor,47.0,9.0
protestant,oppose,56.0,20.0
protestant,favor,49.0,12.0
protestant,favor,69.0,16.0
none,oppose,20.0,10.0
protestant,favor,32.0,9.0
protestant,favor,78.0,8.0
protestant,favor,78.0,9.0
protestant,oppose,68.0,12.0
protestant,oppose,25.0,16.0
protestant,favor,28.0,13.0
protestant,favor,36.0,17.0
protestant,favor,54.0,12.0
protestant,favor,41.0,12.0
protestant,favor,31.0,12.0
catholic,favor,27.0,12.0
other,oppose,40.0,20.0
none,favor,48.0,12.0
catholic,favor,29.0,12.0
catholic,favor,26.0,12.0
protestant,favor,22.0,14.0
protestant,favor,66.0,12.0
protestant,favor,43.0,13.0
catholic,favor,80.0,8.0
protestant,favor,45.0,12.0
protestant,oppose,26.0,15.0
protestant,favor,51.0,16.0
protestant,favor,70.0,6.0
protestant,oppose,38.0,12.0
protestant,oppose,49.0,16.0
protestant,favor,19.0,12.0
protestant,favor,60.0,12.0
protestant,favor,55.0,12.0
protestant,favor,75.0,9.0
protestant,favor,54.0,12.0
none,oppose,29.0,17.0
jewish,favor,55.0,13.0
protestant,favor,67.0,8.0
none,oppose,21.0,15.0
none,favor,37.0,12.0
protestant,oppose,77.0,8.0
protestant,oppose,76.0,10.0
protestant,oppose,58.0,13.0
catholic,oppose,60.0,13.0
protestant,favor,29.0,11.0
other,favor,28.0,16.0
protestant,oppose,52.0,12.0
jewish,favor,67.0,14.0
catholic,oppose,56.0,8.0
catholic,oppose,84.0,12.0
protestant,favor,26.0,12.0
protestant,favor,73.0,9.0
catholic,favor,22.0,12.0
catholic,favor,52.0,8.0
protestant,favor,49.0,11.0
protestant,favor,39.0,10.0
protestant,favor,54.0,7.0
protestant,favor,64.0,6.0
catholic,favor,74.0,12.0
none,oppose,32.0,16.0
protestant,favor,20.0,12.0
none,favor,60.0,14.0
protestant,oppose,80.0,8.0
protestant,favor,47.0,8.0
catholic,oppose,28.0,10.0
protestant,favor,24.0,9.0
protestant,favor,64.0,12.0
catholic,favor,28.0,12.0
protestant,oppose,21.0,12.0
catholic,favor,43.0,11.0
protestant,favor,76.0,10.0
protestant,favor,40.0,12.0
protestant,favor,52.0,10.0
protestant,favor,41.0,12.0
protestant,oppose,47.0,12.0
catholic,favor,31.0,11.0
catholic,oppose,76.0,9.0
catholic,oppose,78.0,8.0
catholic,favor,46.0,12.0
catholic,oppose,27.0,15.0
protestant,favor,44.0,6.0
catholic,oppose,76.0,8.0
protestant,favor,63.0,8.0
protestant,oppose,57.0,12.0
none,oppose,69.0,4.0
protestant,favor,41.0,16.0
protestant,favor,53.0,11.0
protestant,oppose,53.0,7.0
protestant,oppose,57.0,7.0
protestant,,44.0,5.0
catholic,favor,27.0,12.0
catholic,favor,60.0,6.0
protestant,favor,43.0,13.0
protestant,favor,52.0,10.0
protestant,favor,33.0,10.0
protestant,favor,20.0,12.0
none,favor,63.0,14.0
protestant,oppose,72.0,12.0
protestant,favor,45.0,12.0
protestant,favor,28.0,17.0
protestant,favor,33.0,16.0
protestant,favor,67.0,13.0
protestant,favor,67.0,14.0
protestant,oppose,84.0,8.0
protestant,favor,35.0,16.0
catholic,oppose,24.0,11.0
catholic,favor,61.0,12.0
catholic,favor,42.0,9.0
protestant,favor,24.0,11.0
catholic,oppose,42.0,12.0
none,favor,24.0,12.0
protestant,favor,73.0,12.0
protestant,favor,72.0,16.0
protestant,,84.0,10.0
protestant,favor,57.0,12.0
protestant,favor,23.0,12.0
protestant,favor,36.0,12.0
protestant,favor,65.0,8.0
protestant,oppose,35.0,12.0
protestant,favor,26.0,13.0
protestant,favor,31.0,9.0
protestant,favor,71.0,5.0
none,favor,72.0,3.0
none,,31.0,3.0
none,favor,19.0,8.0
protestant,oppose,28.0,12.0
protestant,favor,72.0,0.0
protestant,favor,39.0,7.0
protestant,oppose,36.0,8.0
protestant,favor,23.0,12.0
protestant,favor,66.0,7.0
protestant,favor,85.0,16.0
protestant,oppose,31.0,11.0
protestant,favor,24.0,12.0
protestant,oppose,36.0,12.0
protestant,favor,67.0,11.0
protestant,favor,76.0,13.0
protestant,oppose,23.0,13.0
protestant,favor,,11.0
protestant,,54.0,10.0
catholic,favor,63.0,8.0
catholic,oppose,31.0,4.0
catholic,favor,66.0,8.0
none,oppose,26.0,16.0
catholic,favor,20.0,
protestant,favor,36.0,17.0
catholic,favor,77.0,14.0
catholic,favor,35.0,12.0
catholic,favor,85.0,10.0
protestant,oppose,44.0,15.0
catholic,favor,30.0,9.0
protestant,favor,36.0,13.0
protestant,oppose,33.0,14.0
catholic,favor,57.0,12.0
protestant,,23.0,16.0
catholic,,30.0,16.0
protestant,oppose,35.0,16.0
none,oppose,22.0,15.0
none,oppose,25.0,16.0
protestant,favor,78.0,16.0
catholic,,41.0,12.0
catholic,oppose,45.0,12.0
catholic,favor,55.0,14.0
catholic,favor,31.0,12.0
none,oppose,34.0,12.0
catholic,,69.0,7.0
other,oppose,25.0,13.0
protestant,oppose,67.0,12.0
catholic,favor,37.0,8.0
catholic,favor,51.0,12.0
catholic,oppose,20.0,12.0
protestant,oppose,48.0,9.0
catholic,favor,62.0,9.0
catholic,favor,41.0,12.0
catholic,favor,56.0,12.0
catholic,favor,59.0,16.0
catholic,oppose,26.0,10.0
catholic,favor,34.0,11.0
none,oppose,30.0,14.0
catholic,oppose,39.0,10.0
catholic,favor,45.0,4.0
,,72.0,14.0
none,oppose,26.0,13.0
protestant,favor,60.0,12.0
catholic,favor,29.0,10.0
catholic,favor,53.0,11.0
catholic,favor,49.0,11.0
jewish,favor,30.0,17.0
jewish,favor,65.0,9.0
protestant,favor,50.0,16.0
catholic,favor,27.0,12.0
catholic,favor,63.0,9.0
catholic,oppose,20.0,10.0
jewish,favor,89.0,12.0
protestant,favor,62.0,12.0
jewish,oppose,76.0,16.0
protestant,oppose,31.0,18.0
none,favor,19.0,12.0
catholic,oppose,58.0,12.0
catholic,favor,20.0,12.0
catholic,favor,20.0,13.0
protestant,oppose,27.0,18.0
protestant,favor,39.0,12.0
protestant,oppose,41.0,12.0
protestant,favor,62.0,6.0
catholic,favor,76.0,4.0
protestant,oppose,80.0,8.0
protestant,favor,84.0,14.0
protestant,favor,73.0,10.0
catholic,favor,33.0,15.0
protestant,favor,48.0,12.0
protestant,favor,68.0,0.0
catholic,oppose,55.0,14.0
,,35.0,
catholic,favor,27.0,18.0
other,favor,27.0,16.0
catholic,favor,47.0,16.0
jewish,oppose,71.0,10.0
protestant,oppose,23.0,10.0
other,,47.0,12.0
protestant,favor,23.0,14.0
catholic,favor,61.0,7.0
protestant,oppose,53.0,14.0
catholic,favor,64.0,8.0
catholic,favor,60.0,9.0
protestant,oppose,23.0,11.0
protestant,oppose,49.0,5.0
protestant,oppose,33.0,11.0
protestant,oppose,19.0,12.0
catholic,favor,49.0,8.0
catholic,oppose,74.0,7.0
catholic,oppose,62.0,8.0
catholic,favor,67.0,8.0
catholic,favor,79.0,4.0
catholic,oppose,24.0,12.0
protestant,favor,66.0,12.0
catholic,favor,27.0,14.0
catholic,favor,63.0,11.0
jewish,favor,59.0,11.0
protestant,oppose,72.0,14.0
protestant,oppose,30.0,11.0
protestant,favor,64.0,17.0
protestant,oppose,35.0,18.0
catholic,favor,50.0,13.0
none,oppose,30.0,16.0
protestant,favor,73.0,
protestant,favor,64.0,8.0
protestant,favor,51.0,9.0
protestant,favor,22.0,12.0
protestant,favor,54.0,10.0
protestant,favor,47.0,8.0
protestant,favor,60.0,10.0
protestant,favor,34.0,12.0
protestant,oppose,20.0,12.0
protestant,oppose,47.0,12.0
protestant,favor,37.0,9.0
protestant,favor,58.0,12.0
protestant,favor,40.0,17.0
protestant,favor,40.0,17.0
protestant,favor,42.0,12.0
protestant,favor,32.0,17.0
protestant,favor,46.0,12.0
protestant,favor,57.0,16.0
catholic,favor,32.0,15.0
catholic,favor,57.0,11.0
catholic,oppose,20.0,12.0
protestant,favor,57.0,12.0
none,favor,47.0,16.0
protestant,favor,55.0,8.0
protestant,oppose,27.0,13.0
none,favor,56.0,12.0
protestant,favor,34.0,12.0
catholic,favor,65.0,10.0
protestant,favor,24.0,13.0
protestant,favor,83.0,5.0
protestant,favor,31.0,11.0
protestant,favor,58.0,8.0
none,favor,30.0,6.0
,oppose,21.0,13.0
catholic,favor,43.0,11.0
protestant,oppose,22.0,9.0
none,favor,27.0,16.0
protestant,favor,42.0,12.0
other,favor,74.0,16.0
catholic,oppose,55.0,10.0
protestant,favor,36.0,13.0
protestant,favor,19.0,10.0
protestant,oppose,54.0,13.0
protestant,oppose,71.0,8.0
protestant,favor,30.0,11.0
protestant,favor,56.0,12.0
protestant,favor,42.0,12.0
protestant,oppose,63.0,8.0
protestant,favor,39.0,12.0
protestant,favor,66.0,14.0
protestant,,68.0,12.0
protestant,favor,,12.0
catholic,oppose,42.0,12.0
protestant,favor,60.0,12.0
protestant,favor,60.0,7.0
protestant,oppose,32.0,12.0
protestant,favor,35.0,10.0
protestant,,22.0,12.0
protestant,favor,25.0,12.0
catholic,oppose,25.0,12.0
protestant,favor,51.0,12.0
catholic,favor,48.0,12.0
catholic,favor,35.0,16.0
protestant,,31.0,14.0
protestant,favor,49.0,20.0
catholic,favor,,16.0
catholic,favor,22.0,13.0
protestant,favor,49.0,18.0
protestant,oppose,59.0,16.0
protestant,favor,65.0,13.0
protestant,oppose,23.0,11.0
protestant,favor,69.0,12.0
catholic,oppose,53.0,12.0
protestant,favor,67.0,8.0
protestant,favor,68.0,8.0
catholic,favor,46.0,12.0
protestant,favor,38.0,12.0
none,favor,26.0,12.0
other,favor,49.0,12.0
other,favor,46.0,14.0
protestant,favor,36.0,12.0
catholic,favor,46.0,13.0
catholic,favor,39.0,12.0
catholic,favor,71.0,6.0
catholic,favor,48.0,12.0
protestant,favor,70.0,12.0
protestant,,75.0,7.0
protestant,,72.0,9.0
protestant,favor,78.0,12.0
protestant,favor,20.0,10.0
protestant,favor,44.0,8.0
catholic,oppose,47.0,12.0
protestant,favor,26.0,14.0
catholic,favor,24.0,13.0
catholic,favor,29.0,12.0
protestant,favor,41.0,16.0
none,oppose,30.0,17.0
protestant,favor,30.0,12.0
protestant,favor,45.0,12.0
protestant,oppose,33.0,14.0
catholic,favor,59.0,9.0
none,oppose,21.0,12.0
catholic,favor,65.0,10.0
catholic,favor,20.0,12.0
protestant,favor,44.0,12.0
protestant,favor,28.0,12.0
catholic,,44.0,12.0
catholic,favor,53.0,12.0
protestant,,25.0,14.0
protestant,oppose,34.0,18.0
protestant,oppose,34.0,14.0
catholic,oppose,49.0,12.0
protestant,favor,41.0,12.0
protestant,favor,77.0,11.0
catholic,oppose,35.0,11.0
protestant,favor,36.0,17.0
protestant,favor,37.0,12.0
catholic,oppose,36.0,16.0
catholic,,28.0,20.0
protestant,favor,28.0,12.0
protestant,favor,35.0,14.0
protestant,favor,48.0,10.0
none,favor,60.0,12.0
catholic,favor,65.0,8.0
catholic,favor,64.0,8.0
protestant,favor,74.0,6.0
protestant,favor,25.0,12.0
catholic,favor,77.0,8.0
protestant,favor,49.0,12.0
protestant,oppose,65.0,17.0
catholic,favor,33.0,6.0
protestant,favor,62.0,16.0
protestant,favor,38.0,12.0
protestant,favor,30.0,12.0
protestant,oppose,68.0,3.0
catholic,favor,60.0,12.0
protestant,oppose,38.0,12.0
catholic,,74.0,6.0
protestant,favor,73.0,10.0
none,favor,27.0,14.0
protestant,favor,44.0,8.0
none,favor,48.0,12.0
protestant,,45.0,12.0
none,favor,26.0,12.0
none,favor,41.0,9.0
none,oppose,38.0,12.0
protestant,oppose,56.0,18.0
protestant,favor,51.0,11.0
protestant,favor,33.0,12.0
protestant,,79.0,11.0
,favor,43.0,13.0
protestant,favor,38.0,18.0
protestant,favor,40.0,15.0
protestant,oppose,50.0,12.0
protestant,favor,23.0,13.0
catholic,,41.0,12.0
protestant,favor,39.0,12.0
catholic,favor,56.0,11.0
protestant,oppose,25.0,20.0
protestant,favor,23.0,16.0
catholic,oppose,79.0,5.0
protestant,favor,59.0,12.0
protestant,favor,48.0,12.0
catholic,favor,28.0,18.0
catholic,favor,50.0,11.0
catholic,favor,67.0,12.0
protestant,favor,39.0,12.0
protestant,favor,41.0,9.0
catholic,oppose,29.0,12.0
protestant,oppose,37.0,15.0
jewish,favor,75.0,8.0
jewish,favor,59.0,16.0
other,oppose,69.0,5.0
protestant,favor,54.0,20.0
protestant,favor,72.0,10.0
protestant,,80.0,18.0
none,oppose,40.0,18.0
protestant,favor,77.0,16.0
protestant,favor,48.0,12.0
protestant,oppose,77.0,14.0
protestant,favor,22.0,13.0
protestant,favor,57.0,12.0
protestant,oppose,23.0,14.0
protestant,favor,30.0,16.0
protestant,favor,28.0,13.0
protestant,favor,59.0,11.0
protestant,favor,24.0,16.0
protestant,favor,19.0,15.0
protestant,oppose,27.0,16.0
protestant,favor,22.0,13.0
protestant,favor,49.0,10.0
protestant,oppose,37.0,13.0
protestant,oppose,19.0,11.0
protestant,favor,43.0,6.0
protestant,oppose,36.0,12.0
protestant,oppose,40.0,12.0
protestant,favor,37.0,12.0
catholic,favor,55.0,12.0
catholic,,68.0,8.0
protestant,favor,21.0,12.0
protestant,favor,36.0,14.0
protestant,,56.0,13.0
protestant,favor,20.0,14.0
protestant,oppose,63.0,10.0
catholic,favor,35.0,12.0
protestant,favor,51.0,12.0
protestant,favor,35.0,12.0
protestant,favor,42.0,6.0
protestant,favor,20.0,13.0
protestant,favor,63.0,10.0
protestant,favor,45.0,12.0
protestant,favor,27.0,12.0
protestant,favor,26.0,12.0
protestant,favor,39.0,12.0
protestant,favor,33.0,16.0
protestant,,26.0,12.0
protestant,favor,37.0,10.0
protestant,,42.0,12.0
catholic,favor,62.0,12.0
protestant,favor,55.0,16.0
protestant,favor,39.0,12.0
protestant,,42.0,12.0
catholic,favor,75.0,9.0
protestant,favor,54.0,14.0
protestant,oppose,73.0,7.0
protestant,favor,36.0,13.0
protestant,favor,74.0,18.0
protestant,favor,72.0,9.0
none,oppose,44.0,9.0
protestant,favor,19.0,12.0
catholic,favor,23.0,7.0
protestant,favor,31.0,6.0
catholic,oppose,54.0,6.0
catholic,favor,30.0,9.0
protestant,favor,22.0,9.0
protestant,favor,42.0,16.0
catholic,favor,29.0,9.0
catholic,,38.0,9.0
protestant,favor,32.0,12.0
catholic,favor,36.0,12.0
protestant,favor,21.0,10.0
protestant,favor,53.0,12.0
protestant,favor,53.0,12.0
catholic,favor,39.0,12.0
protestant,oppose,37.0,14.0
protestant,oppose,36.0,11.0
protestant,oppose,58.0,12.0
protestant,,56.0,9.0
protestant,oppose,29.0,10.0
none,oppose,26.0,12.0
catholic,oppose,,14.0
protestant,oppose,59.0,8.0
protestant,favor,57.0,12.0
protestant,favor,21.0,11.0
protestant,favor,74.0,7.0
protestant,favor,36.0,12.0
protestant,oppose,30.0,11.0
protestant,,19.0,12.0
protestant,oppose,62.0,12.0
protestant,favor,26.0,13.0
protestant,,26.0,12.0
protestant,favor,23.0,14.0
protestant,,28.0,14.0
protestant,oppose,23.0,
protestant,oppose,30.0,10.0
protestant,favor,27.0,10.0
protestant,favor,26.0,12.0
protestant,oppose,22.0,14.0
protestant,oppose,25.0,13.0
protestant,oppose,26.0,12.0
none,favor,31.0,17.0
protestant,favor,52.0,12.0
protestant,oppose,75.0,20.0
protestant,,31.0,14.0
protestant,favor,75.0,11.0
protestant,oppose,63.0,15.0
protestant,,76.0,12.0
protestant,oppose,69.0,3.0
protestant,favor,63.0,12.0
protestant,favor,52.0,16.0
protestant,favor,71.0,4.0
protestant,,58.0,4.0
protestant,favor,48.0,8.0
protestant,favor,54.0,12.0
